id,name
1693,"haptic feedback"
1694,"statistical shape model"
1696,"message size"
1698,strategy
1699,"coalition formation"
1700,"hyperspectral image"
1701,"quality control"
1702,prototyping
1703,"finite state automaton"
1704,"product line"
1706,"spatial cognition"
1707,"cluster center"
1709,"global memory"
1710,"computational model"
1711,wavelet
1713,"finite fields"
1714,"copyright protection"
1715,"sorting algorithm"
1716,"motion detection"
1717,"fuzzy set"
1718,"graph matching"
1719,dementia
1720,"image quality assessment"
1721,"kernel density estimation"
1723,"data security"
1724,confidentiality
1725,"standard model"
1726,workload
1728,"external memory"
1729,policy
1731,"trust model"
1733,"reward function"
1734,"volume rendering"
1735,"latent semantic indexing"
1737,"interactive proof"
1739,"boolean circuit"
1741,"temporal reasoning"
1742,"assignment problem"
1743,"stability analysis"
1744,"convergence analysis"
1745,"discrete event system"
1746,"average response time"
1747,"instructional design"
1748,"image quality"
1749,"test case generation"
1750,"web accessibility"
1755,"equivalence relation"
1756,"fall detection"
1757,"cayley graph"
1758,"importance sampling"
1759,"user interface design"
1760,erp
1761,zigbee
1762,"monoidal category"
1763,health
1764,"intelligent systems"
1765,"web application"
1766,"terminal node"
1767,"malware detection"
1768,"numerical simulation"
1769,"fitness landscape"
1770,"target object"
1771,provenance
1772,review
1773,statistics
1774,"serious game"
1775,"synthetic aperture radar"
1777,china
1778,"medical informatics"
1779,process
1780,"knowledge transfer"
1781,"mobile cloud computing"
1782,"keyword search"
1784,"error analysis"
1785,"predicate logic"
1786,"computer system"
1787,multi-core
1788,"malicious code"
1789,"news article"
1790,competition
1791,"shannon entropy"
1792,kernel
1793,"dynamical systems"
1794,"privacy preservation"
1795,"group decision making"
1796,voip
1797,"fundamental matrix"
1798,"secure multiparty computation"
1799,"planar graphs"
1800,"computation tree logic"
1801,"fingerprint image"
1803,models
1804,"design science research"
1805,exploration
1807,development
1808,"kernel principal component analysis"
1810,alignment
1811,"automated reasoning"
1812,"unconstrained optimization"
1813,"quality assurance"
1814,"nonsmooth optimization"
1815,aging
1816,"chinese remainder theorem"
1817,"partial function"
1818,"incomplete information"
1819,"time delay"
1821,projection
1822,location
1823,"energy saving"
1824,"integer linear program"
1826,"space complexity"
1828,kinematics
1830,"simplicial complex"
1832,preprocessing
1833,"classification accuracy"
1834,"reference model"
1835,"expectation maximization"
1837,"deterministic finite automaton"
1838,"grammatical evolution"
1839,"scalar multiplication"
1841,"health care"
1842,"digital divide"
1843,"technology adoption"
1844,"adaptive systems"
1846,"hash functions"
1847,"pseudorandom generator"
1848,"systematic review"
1849,service
1850,"choice function"
1851,"agile development"
1852,"fixed point"
1853,"context information"
1854,"low power"
1855,"memory management"
1856,"cost model"
1857,"identity management"
1858,"data collection"
1859,"configuration management"
1860,"arithmetic circuit"
1861,"multidimensional scaling"
1862,"steiner point"
1863,"service time"
1865,"surface reconstruction"
1866,morphology
1867,"weighted graph"
1868,"scale space"
1869,"data sharing"
1870,integrity
1871,migration
1872,"markov chain model"
1873,"metric learning"
1874,"viterbi algorithm"
1875,embedding
1876,"generative adversarial networks"
1877,"product design"
1879,"query complexity"
1880,"optimality conditions"
1881,"convex programming"
1882,"sequential algorithm"
1883,np-hardness
1884,"fourier transform"
1885,"finite element analysis"
1888,"optimal control problem"
1889,"hand gesture recognition"
1890,"enterprise resource planning"
1891,"spatial relation"
1892,"software product lines"
1893,"maximum degree"
1894,bitcoin
1895,"mobile client"
1896,"galois connection"
1898,"critical infrastructure"
1899,"user authentication"
1901,reconfiguration
1902,"video games"
1903,"situation calculus"
1905,"principle component analysis"
1906,"memory access"
1907,"training corpus"
1908,"probabilistic neural network"
1909,"adaptive learning"
1910,"knowledge extraction"
1911,"design process"
1912,"information entropy"
1913,ocr
1914,"brain computer interface"
1915,"indoor localization"
1916,"convex body"
1917,"voronoi cell"
1918,"maximum clique"
1919,"visual odometry"
1920,"graph database"
1922,"camera motion"
1924,outsourcing
1925,governance
1926,"factor analysis"
1927,generalization
1928,"motion segmentation"
1930,"multi agent system"
1931,"recommendation systems"
1932,"system dynamics"
1933,lattices
1934,"quantum algorithm"
1936,"security proof"
1937,discretization
1939,visualisation
1940,outliers
1941,"force feedback"
1942,"personal data"
1943,handover
1944,"motion analysis"
1945,emergence
1946,"computer game"
1947,"program analysis"
1948,opencl
1949,"mild cognitive impairment"
1950,"communication overhead"
1951,"content provider"
1952,"word error rate"
1953,"robot navigation"
1954,"fuzzy model"
1955,pagerank
1956,"diabetic retinopathy"
1957,"lyapunov function"
1959,"sentiment classification"
1960,"conceptual model"
1963,multimodal
1965,"visual cryptography"
1967,"test generation"
1969,"word sense"
1970,"input tree"
1971,"child node"
1972,"discriminant analysis"
1974,fingerprint
1976,"massive mimo"
1977,"high-performance computing"
1978,"hand gesture"
1980,"query result"
1981,"range image"
1982,"social robot"
1983,stress
1984,"polynomial kernel"
1985,"customer satisfaction"
1986,"cognitive radio networks"
1987,"business logic"
1988,"knowledge source"
1989,"nonlinear optimization"
1990,"spatial data"
1992,"description logics"
1993,latency
1994,"attribute-based encryption"
1995,"key agreement"
1997,"software project"
1998,"motion compensation"
1999,"word embeddings"
2000,"sequential pattern"
2002,heterogeneity
2004,"evidence theory"
2005,"maximum likelihood"
2006,"motor imagery"
2008,"performance prediction"
2009,bci
2010,"entity type"
2011,mhealth
2012,"input stream"
2013,"software evolution"
2016,"gabor wavelet"
2017,"receiver operating characteristic curve"
2018,"text analysis"
2019,"system design"
2020,triangulation
2021,"user interaction"
2022,"response time"
2023,"educational technology"
2025,"single instruction multiple data"
2026,teaching
2027,"social networking"
2028,hybrid
2029,"weight vector"
2031,"single machine"
2032,normalization
2033,"conditional random fields"
2034,"penalty function"
2035,beamforming
2036,adaptivity
2037,"synthetic dataset"
2038,"stream processing"
2040,"variational inequalities"
2041,"privacy policy"
2042,"heterogeneous networks"
2043,"usability testing"
2044,"brain-computer interface"
2045,"dependence graph"
2046,"complexity class"
2047,"constraint graph"
2050,"social robots"
2051,mooc
2052,epistemology
2053,citations
2054,"empirical mode decomposition"
2055,"gene expression"
2057,"data center"
2058,"social influence"
2059,"bandwidth allocation"
2060,"edge weight"
2061,"digital signatures"
2062,"semantic information"
2064,metamodel
2065,"semantic analysis"
2066,"task model"
2068,"robust control"
2069,electroencephalography
2071,"data grid"
2072,"facial animation"
2073,"jpeg compression"
2074,"syntax tree"
2076,"artificial bee colony algorithm"
2077,"kernel method"
2078,"fraud detection"
2079,"fuzzy logic controller"
2080,sensitivity
2081,"power management"
2082,"network topology"
2083,"discrete event simulation"
2084,hypergraph
2085,"constraint propagation"
2086,"linear programming relaxation"
2087,"prolog program"
2088,"membership query"
2091,vulnerability
2095,environment
2096,"mixed strategy"
2099,"dual graph"
2100,"social capital"
2102,"secure computation"
2103,protocol
2104,"activity theory"
2105,"distance learning"
2107,multicore
2108,"intersection graph"
2111,"byzantine agreement"
2112,"synaptic weight"
2113,"java program"
2114,biometric
2115,"fpga implementation"
2116,interactivity
2117,"combinatorial optimization problem"
2119,"ontology mapping"
2120,"template matching"
2121,np-hard
2122,"randomized algorithms"
2123,"specification language"
2124,"graph isomorphism"
2125,"credit card"
2126,"logical framework"
2127,"execution model"
2128,parsing
2129,"visual cortex"
2131,"internet service provider"
2134,research
2135,vision
2137,"distance function"
2138,"software reliability"
2139,"novelty detection"
2140,"simulated annealing algorithm"
2141,grasp
2143,bisimulation
2144,"virtual community"
2145,"domain model"
2146,"epipolar geometry"
2147,"speaker identification"
2148,"mesh generation"
2149,"concurrent programming"
2151,"gene regulatory network"
2153,"input space"
2154,"skyline query"
2156,"web applications"
2157,rules
2158,"private information retrieval"
2159,ofdma
2160,presence
2162,"parallel execution"
2163,"training sample"
2164,"markov model"
2165,"power system"
2166,"multiple kernel learning"
2167,"anisotropic diffusion"
2168,"video segmentation"
2169,"extended kalman filter"
2170,automata
2171,"data science"
2173,prolog
2174,"design thinking"
2175,"functional connectivity"
2176,"protein structure prediction"
2177,"memory model"
2178,"reconstruction error"
2179,"mobile network"
2180,"automatic segmentation"
2181,"big data analytics"
2182,"topology control"
2183,"virtual worlds"
2184,sorting
2185,"routing protocols"
2186,"unmanned aerial vehicles"
2187,"mobile ipv6"
2188,"generalization error"
2190,"master node"
2191,"shapley value"
2192,power
2193,"clustering algorithm"
2194,"medical image"
2195,"supervisory control"
2196,"proxy server"
2197,"gibbs sampling"
2198,convexity
2199,"document retrieval"
2200,caching
2201,"side-channel attacks"
2202,"ensemble method"
2203,"smart environment"
2204,cscl
2205,"dynamic analysis"
2206,"incremental algorithm"
2208,"visual language"
2209,"asynchronous communication"
2210,"correctness proof"
2211,dynamic
2212,"linear order"
2213,"nonlinear system"
2214,resolution
2215,"channel capacity"
2216,"equilibrium point"
2217,causality
2218,identity
2221,"quantum information"
2223,"influence maximization"
2224,"multimedia content"
2225,"semantic distance"
2226,"binary image"
2227,"speech recognition system"
2229,stabilization
2230,"closure operator"
2231,gesture
2232,"congestion window"
2233,"social simulation"
2234,tools
2235,"disaster management"
2236,"submodular function"
2237,"mobile technology"
2238,"computational thinking"
2240,"hausdorff distance"
2241,"information integration"
2242,"agile methods"
2244,"ontology learning"
2246,"replay attack"
2247,"execution environment"
2249,"privacy preserving"
2250,"hybrid model"
2252,"stochastic process"
2253,"multi-criteria decision making"
2254,"wireless local area network"
2255,"noise reduction"
2257,"data model"
2258,"social computing"
2259,"public transport"
2260,"texture feature"
2261,h-index
2262,"particle swarm"
2263,"failure detector"
2264,"product lifecycle management"
2266,robots
2267,"sequential pattern mining"
2268,electroencephalogram
2269,"impulse noise"
2270,"distance measure"
2271,"renewable energy"
2272,"digital signal processing"
2273,bpm
2274,quantization
2276,"indoor positioning"
2277,"reference architecture"
2278,"approximate reasoning"
2279,"unit disk graph"
2280,"cluster computing"
2281,"apriori algorithm"
2282,"tree language"
2284,"target image"
2285,"evolutionary game theory"
2286,data
2287,"decision problem"
2288,"impossibility result"
2289,behavior
2290,"fuzzy systems"
2292,"state estimation"
2293,"long short-term memory"
2295,stroke
2296,"finite elements"
2297,"arrival rate"
2298,"minimum spanning tree"
2299,fft
2300,"heuristic evaluation"
